NUMBER,NAME,TYPE,LAST_ERUPTION,COUNTRY,REGION,SUBREGION,LATITUDE,LONGITUDE,ELEVATION,POPULATION_5,POPULATION_10,POPULATION_30,POPULATION_100
345034,Platanar,Stratovolcano(es),Unknown,Costa Rica,M̩xico and Central America,Costa Rica,10.3,-84.366,2267,620,40382,339271,3381523
345040,Poas,Stratovolcano,2019,Costa Rica,M̩xico and Central America,Costa Rica,10.2,-84.233,2697,1947,11107,950796,3411023
345050,Barva,Complex,-6050,Costa Rica,M̩xico and Central America,Costa Rica,10.135,-84.1,2906,177,8018,2004665,3399329
345060,Irazu,Stratovolcano,1994,Costa Rica,M̩xico and Central America,Costa Rica,9.979,-83.852,3432,1978,25442,1667528,3432860
345070,Turrialba,Stratovolcano,2022,Costa Rica,M̩xico and Central America,Costa Rica,10.025,-83.767,3340,1891,6867,672428,3390544
346010,Baru,Stratovolcano,1550,Panama,M̩xico and Central America,Panama,8.808,-82.543,3474,118,6983,79933,756597
346030,"Valle, El",Stratovolcano,Unknown,Panama,M̩xico and Central America,Panama,8.58,-80.17,1185,1544,7458,131928,2108003
351011,Romeral,Stratovolcano,-5390,Colombia,South America,Colombia,5.203,-75.363,3769,236,2822,537402,4005655
351012,"Bravo, Cerro",Stratovolcano,1720,Colombia,South America,Colombia,5.091,-75.293,3985,1679,4916,538690,3929468
351020,"Ruiz, Nevado del",Stratovolcano,2022,Colombia,South America,Colombia,4.892,-75.324,5279,3849,20146,507608,4252435
351021,Santa Isabel,Shield,-850,Colombia,South America,Colombia,4.818,-75.365,4944,4793,12226,302952,4137147
351030,"Tolima, Nevado del",Stratovolcano,1943,Colombia,South America,Colombia,4.658,-75.33,5215,1660,6563,441916,4258333
351040,Machin,Stratovolcano,1180,Colombia,South America,Colombia,4.487,-75.389,2749,2150,15212,570836,4165071
351050,"Huila, Nevado del",Stratovolcano,2012,Colombia,South America,Colombia,2.93,-76.03,5364,659,3501,56737,4742651
351060,Purace,Stratovolcano(es),1977,Colombia,South America,Colombia,2.32,-76.4,4650,1465,7152,335698,1751540
351061,Sotara,Stratovolcano,Unknown,Colombia,South America,Colombia,2.108,-76.592,4400,1188,5553,127782,1726425
351070,Dona Juana,Stratovolcano,1906,Colombia,South America,Colombia,1.5,-76.936,4137,1524,5372,160615,1626081
351080,Galeras,Complex,2014,Colombia,South America,Colombia,1.22,-77.37,4276,705,120817,630777,1700248
351090,Azufral,Stratovolcano,-930,Colombia,South America,Colombia,1.08,-77.68,4070,4334,40657,387292,1817609
351100,Cumbal,Stratovolcano,1926,Colombia,South America,Colombia,0.95,-77.87,4764,1405,10206,244853,1800919
352001,Soche,Stratovolcano,-6650,Ecuador,South America,Ecuador,0.552,-77.58,3955,123,1460,70322,1840573
352002,Chachimbiro,Stratovolcano,-3740,Ecuador,South America,Ecuador,0.468,-78.287,4106,125,5299,356162,3253458
352003,Cuicocha,Caldera,650,Ecuador,South America,Ecuador,0.308,-78.364,3246,178815,178815,364146,3193683
352004,Imbabura,Compound,-5550,Ecuador,South America,Ecuador,0.258,-78.183,4609,538,96294,477043,3245887
352005,Mojanda,Stratovolcano(es),Unknown,Ecuador,South America,Ecuador,0.13,-78.27,4263,173,15510,480382,3071030
352006,Cayambe,Compound,1786,Ecuador,South America,Ecuador,0.029,-77.986,5790,70,1148,109630,3154986
352010,Reventador,Stratovolcano,2022,Ecuador,South America,Ecuador,-0.077,-77.656,3562,484,963,4403,2619647
352011,Pululahua,Caldera,290,Ecuador,South America,Ecuador,0.038,-78.463,3356,534403,534403,1192411,3330856
352020,Guagua Pichincha,Stratovolcano,2002,Ecuador,South America,Ecuador,-0.171,-78.598,4784,449,32488,2064475,3581801
352021,Atacazo,Stratovolcano,-320,Ecuador,South America,Ecuador,-0.353,-78.617,4463,449,212988,1837303,3769593
352022,Chacana,Caldera,1773,Ecuador,South America,Ecuador,-0.375,-78.25,4643,81716,81716,348743,3292546
352030,Antisana,Stratovolcano,1802,Ecuador,South America,Ecuador,-0.481,-78.141,5753,232,2220,56154,3314142
352031,Aliso,Stratovolcano,-2450,Ecuador,South America,Ecuador,-0.53,-78,4267,0,0,0,0
352040,Sumaco,Stratovolcano,1895,Ecuador,South America,Ecuador,-0.538,-77.626,3990,39,324,8384,679867
352041,Illiniza,Stratovolcano,Unknown,Ecuador,South America,Ecuador,-0.663,-78.715,5162,535,6034,158371,3941221
352050,Cotopaxi,Stratovolcano,2016,Ecuador,South America,Ecuador,-0.677,-78.436,5911,251,7299,152139,3631492
352060,Quilotoa,Caldera,1280,Ecuador,South America,Ecuador,-0.85,-78.9,3914,40429,40429,124306,4333779
352071,Chimborazo,Stratovolcano,550,Ecuador,South America,Ecuador,-1.469,-78.817,6261,442,7561,463426,2325666
352080,Tungurahua,Stratovolcano,2016,Ecuador,South America,Ecuador,-1.467,-78.442,5023,476,20990,183640,1571744
352081,Licto,Pyroclastic cone(s),Unknown,Ecuador,South America,Ecuador,-1.78,-78.613,3336,250144,250144,333276,1806438
352090,Sangay,Stratovolcano,2022,Ecuador,South America,Ecuador,-2.005,-78.341,5286,231,1675,15130,1355275
353010,Fernandina,Shield,2020,Ecuador,South America,Galapagos Islands,-0.37,-91.55,1476,129,129,208,1972
353011,Ecuador,Shield,1150,Ecuador,South America,Galapagos Islands,-0.02,-91.546,790,135,135,193,894
353020,Wolf,Shield,2022,Ecuador,South America,Galapagos Islands,0.02,-91.35,1710,165,165,237,1673
353030,Darwin,Shield,1813,Ecuador,South America,Galapagos Islands,-0.18,-91.28,1330,190,190,343,2366
353040,Alcedo,Shield,1993,Ecuador,South America,Galapagos Islands,-0.43,-91.12,1130,290,290,388,10756
353050,"Negra, Sierra",Shield,2018,Ecuador,South America,Galapagos Islands,-0.83,-91.17,1124,408,408,983,9884
353060,"Azul, Cerro",Shield,2008,Ecuador,South America,Galapagos Islands,-0.92,-91.408,1640,220,220,314,1936
353070,Pinta,Shield,1928,Ecuador,South America,Galapagos Islands,0.58,-90.75,780,427,427,427,1626
353080,Marchena,Shield,1991,Ecuador,South America,Galapagos Islands,0.33,-90.47,343,785,785,785,3001
353081,Genovesa,Shield,Unknown,Ecuador,South America,Galapagos Islands,0.32,-89.958,64,197,197,197,2665
353090,Santiago,Shield,1906,Ecuador,South America,Galapagos Islands,-0.22,-90.77,920,74,74,104,12001
353091,Santa Cruz,Shield,Unknown,Ecuador,South America,Galapagos Islands,-0.62,-90.33,864,8529,8529,8800,18434
353120,San Cristobal,Shield,Unknown,Ecuador,South America,Galapagos Islands,-0.88,-89.5,759,7661,7661,7723,16189
354000,Quimsachata,Lava dome,-4450,Peru,South America,Peru,-14.133,-71.367,3848,5061,9561,85048,580016
354001,"Auquihuato, Cerro",Pyroclastic cone,Unknown,Peru,South America,Peru,-15.07,-73.18,4980,213,1324,12228,173927
354002,Sara Sara,Stratovolcano,Unknown,Peru,South America,Peru,-15.33,-73.45,5522,53,751,18707,127762
354003,Coropuna,Stratovolcano,Unknown,Peru,South America,Peru,-15.52,-72.65,6377,37,502,15589,136689
354004,Andahua-Orcopampa,Pyroclastic cone(s),1490,Peru,South America,Peru,-15.42,-72.33,4713,10317,10317,16541,171897
354005,Huambo,Volcanic field,-700,Peru,South America,Peru,-15.78,-72.08,4554,301,1157,7271,1028814
354006,Sabancaya,Stratovolcano(es),2022,Peru,South America,Peru,-15.787,-71.857,5960,51,526,12678,1052517
354007,"Chachani, Nevado",Stratovolcano,Unknown,Peru,South America,Peru,-16.191,-71.53,6057,97,1182,887176,1032411
354008,"Nicholson, Cerro",Pyroclastic cone,Unknown,Peru,South America,Peru,-16.261,-71.754,2525,223,824,815351,1074503
354010,"Misti, El",Stratovolcano,1985,Peru,South America,Peru,-16.294,-71.409,5822,82,1507,918280,1052408
354020,Ubinas,Stratovolcano,2019,Peru,South America,Peru,-16.355,-70.903,5672,180,1195,14607,1136785
354030,Huaynaputina,Stratovolcano,1600,Peru,South America,Peru,-16.608,-70.85,4850,36,210,9153,1088509
354031,Ticsani,Lava dome(s),1800,Peru,South America,Peru,-16.755,-70.595,5408,48,977,18160,227639
354040,Tutupaca,Stratovolcano(es),1802,Peru,South America,Peru,-17.026,-70.372,5801,18,1125,21124,213931
354050,Yucamane,Stratovolcano(es),-1320,Peru,South America,Peru,-17.184,-70.196,5495,51,692,10396,467713
354060,"Casiri, Nevados",Stratovolcano(es),Unknown,Peru,South America,Peru,-17.47,-69.813,5650,233,922,15247,419038
355011,Taapaca,Complex,-320,Chile,South America,"Northern Chile, Bolivia and Argentina",-18.1,-69.5,5860,3,87,1994,505369
355020,Guallatiri,Stratovolcano,1960,Chile,South America,"Northern Chile, Bolivia and Argentina",-18.42,-69.092,6071,0,63,2290,45906
355021,Tambo Quemado,Pyroclastic shield,Unknown,Bolivia,South America,"Northern Chile, Bolivia and Argentina",-18.62,-68.75,4215,113,541,4293,48050
355030,Isluga,Stratovolcano,1913,Chile,South America,"Northern Chile, Bolivia and Argentina",-19.15,-68.83,5550,1,703,5961,32205
355032,Tata Sabaya,Stratovolcano,Unknown,Bolivia,South America,"Northern Chile, Bolivia and Argentina",-19.13,-68.53,5430,97,519,6266,40064
355035,"Jayu Khota, Laguna",Maar(s),Unknown,Bolivia,South America,"Northern Chile, Bolivia and Argentina",-19.463,-67.432,3650,176,856,6757,70825
355036,Jatun Mundo Quri Warani,Lava dome(s),Unknown,Bolivia,South America,"Northern Chile, Bolivia and Argentina",-19.78,-66.48,5438,73,341,6186,314777
355042,Pampa Luxsar,Volcanic field,Unknown,Bolivia,South America,"Northern Chile, Bolivia and Argentina",-20.85,-68.2,5543,419,419,1391,16459
355090,Putana,Stratovolcano,1810,Chile,South America,"Northern Chile, Bolivia and Argentina",-22.557,-67.853,5884,24,80,1609,12788
355094,Purico Complex,Pyroclastic shield,Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23,-67.75,5703,0,11,1024,10741
355095,Colachi,Stratovolcano,Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.236,-67.645,5631,0,3,238,7964
355096,Acamarachi,Stratovolcano,Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.292,-67.618,6023,0,7,294,9092
355098,Chiliques,Stratovolcano,Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.58,-67.7,5778,0,2,368,6797
355100,Lascar,Stratovolcano(es),2017,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.37,-67.73,5592,0,70,570,8119
355101,Cordon de Puntas Negras,Stratovolcano(es),Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.743,-67.534,5852,0,0,217,5798
355102,Miniques,Stratovolcano(es),Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.82,-67.77,5910,3,39,505,5618
355103,"Tujle, Cerro",Maar,Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.83,-67.95,3550,2,17,1968,5287
355104,Caichinque,Stratovolcano(es),Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.949,-67.74,4458,0,8,148,6193
355105,Tilocalar,Lava cone(es),Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.97,-68.13,3109,5,9,487,6154
355107,Pular,Stratovolcano(es),Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-24.188,-68.054,6233,0,0,50,5000
355108,"Negrillar, La",Pyroclastic cone(s),Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-24.319,-68.59,4220,19,104,791,9301
355150,Tuzgle,Stratovolcano,Unknown,Argentina,South America,"Northern Chile, Bolivia and Argentina",-24.05,-66.48,5486,42,217,4740,22953
355160,Aracar,Stratovolcano,Unknown,Argentina,South America,"Northern Chile, Bolivia and Argentina",-24.29,-67.783,6095,0,0,94,4803
355161,Unnamed,Pyroclastic cone,Unknown,Argentina,South America,"Northern Chile, Bolivia and Argentina",-25.078,-68.266,4652,0,61,123,6790
355180,Antofagasta Volcanic Field,Pyroclastic cone(s),Unknown,Argentina,South America,"Northern Chile, Bolivia and Argentina",-26.12,-67.4,3495,188,188,257,4295
355190,"Condor, El",Stratovolcano,Unknown,Argentina,South America,"Northern Chile, Bolivia and Argentina",-26.632,-68.361,6373,0,0,62,8951
355200,Peinado,Stratovolcano,Unknown,Argentina,South America,"Northern Chile, Bolivia and Argentina",-26.623,-68.116,5741,0,0,47,8585
355210,"Blanco, Cerro",Caldera,-2300,Argentina,South America,"Northern Chile, Bolivia and Argentina",-26.789,-67.765,4670,39,39,65,14279
355220,Tipas,Complex,Unknown,Argentina,South America,"Northern Chile, Bolivia and Argentina",-27.196,-68.561,6658,0,4,343,11101
356011,Rapa Nui,Shield(s),Unknown,Chile,South America,Pacific Ocean (Chilean Islands),-27.114,-109.356,501,698,4029,4091,4091
357022,Palomo,Stratovolcano,Unknown,Chile,South America,Central Chile and Argentina,-34.608,-70.295,4860,162,325,4732,965894
357023,"Atuel, Caldera del",Caldera,Unknown,Argentina,South America,Central Chile and Argentina,-34.65,-70.05,5189,297,297,1003,676916
357024,Risco Plateado,Stratovolcano,Unknown,Argentina,South America,Central Chile and Argentina,-34.917,-69.981,4999,0,0,522,190076
357030,Tinguiririca,Stratovolcano,1917,Chile,South America,Central Chile and Argentina,-34.814,-70.352,4280,10,47,1883,881383
357040,Planchon-Peteroa,Stratovolcano(es),2019,Chile,South America,Central Chile and Argentina,-35.223,-70.568,3977,6,48,1345,634959
357041,Infiernillo,Volcanic field,-6890,Argentina,South America,Central Chile and Argentina,-35.123,-69.9,3007,270,270,1374,40368
357042,Calabozos,Caldera,Unknown,Chile,South America,Central Chile and Argentina,-35.558,-70.496,3508,550,550,1023,305637
357050,Descabezado Grande,Stratovolcano(es),1933,Chile,South America,Central Chile and Argentina,-35.58,-70.75,3953,39,142,3454,704116
357060,"Azul, Cerro",Stratovolcano,1967,Chile,South America,Central Chile and Argentina,-35.653,-70.761,3788,9,158,3832,720948
357061,"Maule, Laguna del",Caldera,-50,Chile,South America,Central Chile and Argentina,-36.058,-70.492,2162,1045,1045,1521,169334
357062,San Pedro-Pellado,Stratovolcano(es),Unknown,Chile,South America,Central Chile and Argentina,-35.989,-70.849,3621,12,208,4155,500494
357063,"Longavi, Nevado de",Stratovolcano,-4890,Chile,South America,Central Chile and Argentina,-36.193,-71.161,3242,17,141,3901,753797
357064,"Blancas, Lomas",Stratovolcano,Unknown,Chile,South America,Central Chile and Argentina,-36.286,-71.009,2268,127,398,1980,355814
357065,"Resago, Volcan",Pyroclastic cone,Unknown,Chile,South America,Central Chile and Argentina,-36.45,-70.92,1890,35,196,2095,268547
357066,Payun Matru,Shield,-5050,Argentina,South America,Central Chile and Argentina,-36.422,-69.241,3715,0,0,151,13636
357070,"Chillan, Nevados de",Stratovolcano,2022,Chile,South America,Central Chile and Argentina,-36.868,-71.378,3180,68,371,3733,512325
357072,Tromen Volcanic Plateau,Stratovolcano(es),1822,Argentina,South America,Central Chile and Argentina,-37.144,-70.033,4114,12,196,2928,47403
357080,Antuco,Stratovolcano,1869,Chile,South America,Central Chile and Argentina,-37.406,-71.349,2979,117,474,3872,381623
357081,Trolon,Lava dome(s),Unknown,Argentina,South America,Central Chile and Argentina,-37.738,-70.906,2360,17,235,2539,65041
357091,Callaqui,Stratovolcano,1980,Chile,South America,Central Chile and Argentina,-37.92,-71.45,3164,56,294,4354,400426
357092,"Marinaqui, Laguna",Pyroclastic cone(s),Unknown,Chile,South America,Central Chile and Argentina,-38.255,-71.167,2108,95,314,4640,85612
357093,Tolhuaca,Stratovolcano,-4000,Chile,South America,Central Chile and Argentina,-38.31,-71.645,2739,82,494,13873,567185
357100,Lonquimay,Stratovolcano,1990,Chile,South America,Central Chile and Argentina,-38.379,-71.586,2832,96,540,13635,504320
357101,Tralihue,Stratovolcano,Unknown,Argentina,South America,Central Chile and Argentina,-38.509,-70.898,2448,43,385,4621,97456
357102,"Blanca, Laguna",Volcanic field,Unknown,Argentina,South America,Central Chile and Argentina,-39.02,-70.37,1700,0,0,0,0
357110,Llaima,Stratovolcano,2009,Chile,South America,Central Chile and Argentina,-38.692,-71.729,3125,86,811,18568,630458
357111,Sollipulli,Caldera,1240,Chile,South America,Central Chile and Argentina,-38.97,-71.52,2282,2971,2971,8904,510741
357112,Caburgua-Huelemolle,Pyroclastic cone(s),-5050,Chile,South America,Central Chile and Argentina,-39.25,-71.75,1652,5951,5951,17774,521553
357120,Villarrica,Stratovolcano,2021,Chile,South America,Central Chile and Argentina,-39.42,-71.93,2847,477,1067,35118,667788
357121,Quetrupillan,Stratovolcano,255,Chile,South America,Central Chile and Argentina,-39.496,-71.722,2360,129,518,11191,269087
357123,Huanquihue Group,Stratovolcano(es),1750,Argentina,South America,Central Chile and Argentina,-39.887,-71.58,2189,22,108,3515,190322
357130,Mocho-Choshuenco,Stratovolcano(es),1937,Chile,South America,Central Chile and Argentina,-39.927,-72.027,2422,81,789,16633,401631
357140,Carran-Los Venados,Pyroclastic cone(s),1979,Chile,South America,Central Chile and Argentina,-40.35,-72.07,1114,4840,4840,9001,452820
357150,Puyehue-Cordon Caulle,Stratovolcano,2012,Chile,South America,Central Chile and Argentina,-40.59,-72.117,2236,129,783,7163,515357
357153,Antillanca Volcanic Complex,Stratovolcano(es),-230,Chile,South America,Central Chile and Argentina,-40.783,-72.15,1979,87,521,5986,530586
357160,Puntiagudo-Cordon Cenizos,Stratovolcano,1850,Chile,South America,Central Chile and Argentina,-40.969,-72.264,2493,30,284,5666,698814
358010,Osorno,Stratovolcano,1869,Chile,South America,Southern Chile and Argentina,-41.105,-72.496,2659,88,674,11964,655492
358012,Cayutue-La Vigueria,Pyroclastic cone(s),-190,Chile,South America,Southern Chile and Argentina,-41.3,-72.27,506,1737,1737,5482,451311
358020,Calbuco,Stratovolcano,2015,Chile,South America,Southern Chile and Argentina,-41.33,-72.618,1974,70,871,32265,575233
358022,Yate,Stratovolcano,1090,Chile,South America,Southern Chile and Argentina,-41.755,-72.396,2187,43,296,6135,315418
358023,Hornopiren,Stratovolcano,340,Chile,South America,Southern Chile and Argentina,-41.874,-72.431,1572,10,116,5345,332598
358024,Apagado,Pyroclastic cone,-590,Chile,South America,Southern Chile and Argentina,-41.88,-72.58,1210,5,44,4474,354002
358025,Crater Basalt Volcanic Field,Pyroclastic cone(s),Unknown,Argentina,South America,Southern Chile and Argentina,-42.018,-70.194,1344,448,448,1140,20539
358030,Huequi,Lava dome(s),1920,Chile,South America,Southern Chile and Argentina,-42.377,-72.578,1318,0,7,1076,107960
358040,Michinmahuida,Stratovolcano,1835,Chile,South America,Southern Chile and Argentina,-42.799,-72.445,2452,0,9,7989,64498
358041,Chaiten,Caldera,2011,Chile,South America,Southern Chile and Argentina,-42.833,-72.646,1122,8968,8968,9280,75311
358049,Yanteles,Stratovolcano(es),-6650,Chile,South America,Southern Chile and Argentina,-43.469,-72.782,1790,0,85,1348,44899
358050,Corcovado,Stratovolcano,-4920,Chile,South America,Southern Chile and Argentina,-43.189,-72.794,1826,5,67,5546,62134
358052,Melimoyu,Stratovolcano,200,Chile,South America,Southern Chile and Argentina,-44.08,-72.88,2400,0,6,211,12944
358053,Puyuhuapi,Pyroclastic cone(s),Unknown,Chile,South America,Southern Chile and Argentina,-44.3,-72.53,524,759,819,1063,17135
358054,Mentolat,Stratovolcano,1710,Chile,South America,Southern Chile and Argentina,-44.7,-73.08,1660,0,8,183,23675
358055,Cay,Stratovolcano,Unknown,Chile,South America,Southern Chile and Argentina,-45.059,-72.984,2090,0,10,104,74787
358056,Maca,Stratovolcano,1560,Chile,South America,Southern Chile and Argentina,-45.1,-73.17,2960,0,0,375,26903
358057,"Hudson, Cerro",Stratovolcano,2011,Chile,South America,Southern Chile and Argentina,-45.9,-72.97,1905,0,12,28,81642
358060,Lautaro,Stratovolcano,1979,Chile,South America,Southern Chile and Argentina,-49.019,-73.504,3542,0,0,46,2365
358062,Aguilera,Stratovolcano,-1250,Chile,South America,Southern Chile and Argentina,-50.33,-73.75,2546,0,0,103,5698
358063,Reclus,Pyroclastic cone,1908,Chile,South America,Southern Chile and Argentina,-50.964,-73.585,1000,0,1,420,12382
358064,Meullin,Volcanic field,Unknown,Chile,South America,Southern Chile and Argentina,-45.22,-73.05,1080,0,0,0,0
358070,"Burney, Monte",Stratovolcano,1910,Chile,South America,Southern Chile and Argentina,-52.33,-73.4,1758,0,0,0,3309
358090,Fueguino,Lava dome(s),1820,Chile,South America,Southern Chile and Argentina,-54.97,-70.262,157,18,78,294,1296
360010,Saba,Stratovolcano,1640,Netherlands,West Indies,West Indies,17.63,-63.23,887,1718,1718,1752,136185
360020,"Quill, The",Stratovolcano,250,Netherlands,West Indies,West Indies,17.478,-62.96,601,2195,2195,8361,134936
360030,Liamuiga,Stratovolcano,160,Saint Kitts and Nevis,West Indies,West Indies,17.37,-62.8,1156,2009,7285,35138,141136
360040,Nevis Peak,Stratovolcano,Unknown,Saint Kitts and Nevis,West Indies,West Indies,17.15,-62.58,985,5363,9541,35673,132863
360050,Soufriere Hills,Stratovolcano,2013,United Kingdom,West Indies,West Indies,16.72,-62.18,915,3006,9401,9458,448929
360060,Soufriere Guadeloupe,Stratovolcano,1977,France,West Indies,West Indies,16.044,-61.664,1467,8839,71345,256899,482449
360080,"Diables, Morne aux",Lava dome(s),Unknown,Dominica,West Indies,West Indies,15.612,-61.43,861,8048,12036,33148,479470
360090,"Diablotins, Morne",Stratovolcano,Unknown,Dominica,West Indies,West Indies,15.503,-61.397,1430,423,9775,69935,513702
360100,"Trois Pitons, Morne",Complex,920,Dominica,West Indies,West Indies,15.37,-61.33,1387,2493,29522,62348,687847
360101,"Watt, Morne",Stratovolcano(es),1997,Dominica,West Indies,West Indies,15.307,-61.305,1224,1818,35821,63178,545352
360110,"Plat Pays, Morne",Stratovolcano,1270,Dominica,West Indies,West Indies,15.255,-61.341,940,11227,38372,57856,557207
360120,Pelee,Stratovolcano,1932,France,West Indies,West Indies,14.809,-61.165,1394,251,5025,382633,609576
360140,Qualibou,Caldera,1766,Saint Lucia,West Indies,West Indies,13.83,-61.05,777,87921,87921,172439,690495
360150,Soufriere St. Vincent,Stratovolcano,2021,Saint Vincent and the Grenadines,West Indies,West Indies,13.33,-61.18,1220,1491,15327,103882,291476
360160,Kick 'em Jenny,Submarine,2017,Grenada,West Indies,West Indies,12.3,-61.64,-185,0,4687,72786,104256
360170,St. Catherine,Stratovolcano,Unknown,Grenada,West Indies,West Indies,12.15,-61.67,840,8561,41976,84210,93321
370010,Snaefellsjokull,Stratovolcano,200,Iceland,Iceland and Arctic Ocean,Iceland (western),64.8,-23.783,1446,9,129,2264,11820
370020,Helgrindur,Pyroclastic cone(s),Unknown,Iceland,Iceland and Arctic Ocean,Iceland (western),64.866,-23.283,986,753,753,2312,20018
370030,Ljosufjoll,Fissure vent(s),960,Iceland,Iceland and Arctic Ocean,Iceland (western),64.9,-22.483,1063,713,713,1511,192797
371020,Reykjanes,Crater rows,1831,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),63.817,-22.717,140,13995,13995,15542,192922
371022,Eldey,Submarine,1926,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),63.733,-23,70,0,0,0,0
371030,Krysuvik-Trolladyngja,Crater rows,2021,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),63.917,-22.067,360,29070,29070,164484,195915
371040,Brennisteinsfjoll,Crater rows,1341,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),63.933,-21.783,610,33526,33526,163469,203012
371050,Hengill,Crater rows,150,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.083,-21.416,803,5722,5722,124106,204855
371051,Hromundartindur,Stratovolcano,Unknown,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.083,-21.333,550,5738,5738,26028,201964
371060,Grimsnes,Crater rows,-3500,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.05,-20.883,200,6253,6253,11236,197798
371070,Prestahnukur,Subglacial,-3350,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.583,-20.666,1385,60,60,233,183485
371080,Oddnyjarhnjukur-Langjokull,Subglacial,950,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.85,-19.7,1100,0,0,5,11973
371090,Hofsjokull,Subglacial,Unknown,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.833,-18.766,1765,0,0,0,3436
372010,Vestmannaeyjar,Submarine,1973,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.416,-20.266,283,1685,1685,2188,17538
372020,Eyjafjallajokull,Stratovolcano,2010,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.633,-19.633,1651,0,4,786,18516
372030,Katla,Subglacial,1918,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.633,-19.083,1490,0,0,473,11326
372040,Tindfjallajokull,Stratovolcano,Unknown,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.783,-19.716,1464,0,0,833,19159
372050,Torfajokull,Stratovolcano,1477,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.892,-19.122,1280,0,0,7,16304
372070,Hekla,Stratovolcano,2000,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.983,-19.666,1490,0,0,298,22845
373010,Grimsvotn,Caldera,2011,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),64.416,-17.316,1719,0,0,0,1736
373012,Thordarhyrna,Stratovolcano,1904,Iceland,Iceland and Arctic Ocean,Iceland (southern),64.267,-17.617,1650,0,0,0,0
373030,Bardarbunga,Stratovolcano,2015,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),64.633,-17.516,2000,0,0,0,1348
373040,Tungnafellsjokull,Stratovolcano,Unknown,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),64.75,-17.916,1523,0,0,0,927
373050,Kverkfjoll,Stratovolcano,1968,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),64.653,-16.647,1930,0,0,0,2901
373060,Askja,Stratovolcano,1961,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),65.033,-16.783,1080,0,0,0,13028
373070,Fremrinamar,Stratovolcano,-1200,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),65.416,-16.666,970,0,0,476,19143
373080,Krafla,Caldera,1984,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),65.715,-16.728,800,384,384,1258,25667
373082,Heidarspordar,Fissure vent,-300,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),65.583,-16.817,490,0,0,0,0
373090,Theistareykir,Shield,-900,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),65.883,-16.967,563,0,36,3711,25779
373100,Tjornes Fracture Zone,Submarine,1868,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),66.309,-17.118,-75,0,0,807,22407
374010,Oraefajokull,Stratovolcano,1728,Iceland,Iceland and Arctic Ocean,Iceland (southeastern),64,-16.65,2010,0,2,367,2723
374020,Esjufjoll,Stratovolcano,Unknown,Iceland,Iceland and Arctic Ocean,Iceland (southeastern),64.25,-16.583,1620,0,0,0,2564
374801,Snaefell,Stratovolcano,Unknown,Iceland,Iceland and Arctic Ocean,Iceland (southeastern),64.798,-15.56,1833,0,0,0,0
375010,Kolbeinsey Ridge,Submarine,1755,Iceland,Iceland and Arctic Ocean,North of Iceland,66.67,-18.5,5,0,0,282,6146
376010,Jan Mayen,Stratovolcano,1985,Norway,Iceland and Arctic Ocean,Atlantic Ocean (Jan Mayen),71.082,-8.155,2197,0,0,0,0
382001,Flores,Stratovolcano(es),-950,Portugal,Atlantic Ocean,Azores,39.462,-31.216,914,1054,4560,5825,5865
382010,Fayal,Stratovolcano,1958,Portugal,Atlantic Ocean,Azores,38.576,-28.713,1041,1514,13757,24414,50663
